_id,text
ObjectId(59fd5f70c1668e6f02250c71),"hey all, what's the 'feathers' way to do permissions if I'm getting a jwt from a third party (auth0) - for example, if a user wants to make a DELETE, but the object they're trying to delete has information on it's fields (who it's parent is) is there a hook or method that will let me delay the delete operation until the item is loaded, or should I just make a hook.app.service('thingsToDelete').get(id).then() and make a comparison that way?"
ObjectId(59fd5f70c1668e6f02250c70),"Noob question, with feathers can I create a service inside a service? Say /messages would exist but inside messages could I have /messages/bob ? Specifying the of a service path in 'feathers generate service' causes a no record found error when trying to access the service. Any help appreciated."
ObjectId(59fd5f70c1668e6f02250c72),sieabah uploaded a file: Untitled and commented: So with feathers-sync lately I'm having an issue that when trying to authenticate it pretty much dies
ObjectId(59fd5f70c1668e6f02250c73),"Hi guys, I'm using this code which I pulled from some of the examples, trying to authenticate into my server:"
ObjectId(59fd5f70c1668e6f02250c74),@brspnnng Have you had any luck on this? I was just starting to look into trying to do the same thing but have no idea how to do it.
ObjectId(59fd5f70c1668e6f02250c75),I am trying to send event like ..
ObjectId(59fd5f70c1668e6f02250c76),"Hi guys I am a little confused ... trying to delete an item from the db using feathers ... .remove(id) -> is returning no such id ... I am assuming it is because the id property in my mongo db is ""_id"" and not ""id"" any ideas how I can change the mapping in feathers?"
ObjectId(59fd5f70c1668e6f02250c77),"@andrew.s No luck so far, i tried to create a custom strategy but using something like authenticate(['jwt','customJwt']) and configuration as such in the config file doesn't lead to the results i am after. When you authenticate with 'jwt' you get an 'user' object on your params and with 'customJwt' i wanted to have an 'api' object in my params. This works seperately but not if you run it like ['jwt','customJwt'] then it jumps out right after it decides that the token is valid. So it never populates the 'customJwt' and thus i cannot restrict on it. So now i am trying to implement a completely seperate jsonwebtoken which i check with a custom authentication hook and if that fails it wil use authenticate('jwt')."
ObjectId(59fd5f70c1668e6f02250c78),@smccamley daffl should look at what you have if the record you are trying to remove does in fact exist.
ObjectId(59fd5f70c1668e6f02250c79),"That's not the error I'm really trying to fix, I know that has to do with a different layer"
ObjectId(59fd5f70c1668e6f02250c7a),"i'm trying to retrieve params information inside a normal express middleware that i called formatAsCsv. app.use('/statistics', new Service(), formatAsCsv) But somehow the hook.params object which i extended with a custom value inside a hook does not get passed onto the middleware. in the middleware i log res.hook.params but it does not contain my value. If i add the value to hook.params.query it shows up in the middleware but not when placed on the root hook.params object. Anyone encountered this or knows why this might be happening?"
ObjectId(59fd5f70c1668e6f02250c7b),What are you trying to do though?
ObjectId(59fd5f70c1668e6f02250c7c),I encountered the same problem trying to add to the params object . I ended up adding it to the query object and making a hook to take the desired fields and move them from the query object.
ObjectId(59fd5f70c1668e6f02250c7d),I'm trying to setup middleware for the Apollo Client.
ObjectId(59fd5f70c1668e6f02250c7e),"The last line at the bottom, I'm trying to figure out how to include the JWT header from my authentication without having to call the authenticate service again"
ObjectId(59fd5f70c1668e6f02250c7f),I was trying to get this to work but couldn't find the right solution
ObjectId(59fd5f70c1668e6f02250c80),I’m wanting to prevent users from changing messages by id that don’t belong to them. I’m doing a put request http://localhost:3030/api/message/59792a9f7df622783011bb43 I’m trying to use the queryWithCurrentUser hook but the request allows the message to be modified. This is because it’s using the get method since hook.id isn’t null. I could move the hook.id in hook.params.query as _id and then set hook.id to null. But then the request returns an array instead of a single object. What’s the recommended way to get around this?
ObjectId(59fd5f70c1668e6f02250c81),"As a practice what I'm trying to achieve is a set of very generic authentication & authorization hooks, and apply them globally. Obviously the authentication service itself need not have authorization in it. But everything else by default becomes restricted."
ObjectId(59fd5f70c1668e6f02250c82),"Hi, i'm new to feathers and I was trying to setup an example with authentication. I wanted to create an admin user at startup, with `app.service('users').create(AdminUser).then(...), but I get the following error"
ObjectId(59fd5f70c1668e6f02250c83),"Hi, i'm new to fefathersjs and I was trying to setup an example with authentication local. I wanted to insert an admin user at startup on the server, app.service('users').create(AdminUser).then(...) but I get the following error info: error: users - Method: create: Cannot read property 'insert' of undefined. If I use postman to POST to the endpoint, the user get created. Any suggestions? thank you"
ObjectId(59fd5f70c1668e6f02250c84),"I've created an app with mostly generated code. I'm trying to use a feather.get call to look up some data from a service. I noticed get is defined as get(id, params) {}. If I wanted to add support to do get(email, params) {}. What do I need to do there? Is that a simple process?"
ObjectId(59fd5f71c1668e6f02250c85),@manovel I don't think that you are supposed to call a create from inside app.js are you trying to seed your database so you always have a default user?
ObjectId(59fd5f71c1668e6f02250c86),I'm trying to think of a good way to create a MWE. But I don't think there is.
ObjectId(59fd5f71c1668e6f02250c87),"I'm trying to understand the feathers-chat-vuex example. And having a look at Signup.vue I see that at first mutations and actions are imported from vuex import { mapMutations, mapActions } from 'vuex' is this gonna import all the mutations and actions of all my services even though I might need to bring only the code related to one service?"
ObjectId(59fd5f71c1668e6f02250c88),"This is the flow I'm trying to get: 1. someone lands on a page of my site 2. if logged in, they see it 3. if not, they automatically get auth0 login"
ObjectId(59fd5f71c1668e6f02250c89),So the problem I'm trying to solve: How to authenticate the user without using the feathers client?
ObjectId(59fd5f71c1668e6f02250c8a),I spent a little while yesterday trying to get auto-letsencrypt working but I couldn't figure it out.
ObjectId(59fd5f71c1668e6f02250c8b),"Hey, I'm trying to login with multiple OAuth providers, all with the same email account, but it tries to create a new account if the provider is not already linked to the account (throwing a duplicate key exception). Is this the expected behavior or should it automatically link the new provider id to the account? Is there a short way to accomplish the second?"
ObjectId(59fd5f71c1668e6f02250c8c),"hey, I've got a service set up which is essentially a key:value list of settings stored in a mongodb. The rest of my feathers app relies on these settings - how can I ensure these settings are loaded before trying to do anything else in the app? Can I hook/override the feathers ready functionality?"
ObjectId(59fd5f71c1668e6f02250c8d),"So the problem I'm trying to solve: How to authenticate the user without using the feathers client?
Can you maybe give me an example?"
ObjectId(59fd5f71c1668e6f02250c8e),"Hey! I'm trying to setup sequelize relations on a service, I've got the following hook -
const setRelationships = context => {
  postgres.models.customers.hasMany(postgres.models.addresses)
  context.params.sequelize = {
    include: context.app.service('addresses').Model
  }
}

I have 1 customer record with 2 addresses. Feathers returns two duplicate customer records with flattened ""addresses.id"": properties. How can I setup feathers to return the single customer record, with an addresses array?"
ObjectId(59fd5f71c1668e6f02250c8f),I am getting audience invalid when trying to send a request with the token returned from the clientTokens service..
ObjectId(59fd5f71c1668e6f02250c90),"Hi guys, can you share good resources to learn and get a good foundation of feathers? Because Im trying to sell feathers to our team and learning that it will support koa in the future, im definitely gonna invest in feathers"
ObjectId(59fd5f71c1668e6f02250c91),"Hi guys, I'm trying to implement Gihub omniauth and am struggling a bit with what to do on the client side. I am using Feathers as a standalone app and using the client side piece to connect from a React app. In the guide (https://docs.feathersjs.com/guides/auth/recipe.oauth-basic.html) it just says to put a link to /auth/gihub as this is is shortcut for redirecting to Github with the clientId. Obviously if I just put this /auth/github link in my React app then nothing will happen. What am I missing here?"
ObjectId(59fd5f71c1668e6f02250c92),the problem is that it is difficult to parse the error message as this seems to depend on the locale of the hosting server... That's why I am trying to have an error status code that is more specific than 400 BadRequest when possible
ObjectId(59fd5f71c1668e6f02250c93),"I will explain what I am trying to achieve here. I have a generic mediasservice that allows the user to upload any media (photo, video, music...). This media file is then stored on the disk and associated information (owner, size, type...) is stored in a medias table in the database. Then, I have another specific service called 'avatar', that allow a user to upload it's avatar picture. Under the hood, this service call the 'medias' service to store the avatar picture as a regular media and call the user service to patch the connected user with the new avatar information. The problem I am facing is that I use multer as a middleware to handle http file upload. But, as it is a middleware defined out of service, it run for any service method (and I only want it to run in case of a medias.create() call, not if it is a medias.get() call for example). Additionnaly, when I call medias.create() from inside my avatar.create() method, the multer middleware do not run (so the service call will fail). Ideally, multer should be called inside a hook (which will allow to restrict it to some service methods and also allows it to run from internal service calls). But multer is a regular express middleware (that expect req, res and next) so I am not sure it can be called from inside a hook..."
ObjectId(59fd5f71c1668e6f02250c94),Yea just trying to see if it's possible
ObjectId(59fd5f71c1668e6f02250c95),"I spent my whole evening last night trying to figure out a Docker problem - turned out to NOT be a Docker problem, it was my app. ffs."
ObjectId(59fd5f71c1668e6f02250c96),I don't know enaugh with oauth to help you here but the problem is clearly that you are trying to create a new user with an auth0Id that already exists. What is auth0Id exactly? is it some user id provided by the auth provider? and did you add it yourself to your model or did feathers cli add it when you created your auth?
ObjectId(59fd5f71c1668e6f02250c97),"I’ve been trying to use on the client side: feathers.authenticate( { strategy: 'facebook', accessToken: localStorage.getItem('feathers-jwt') } ) But that’s the response I get: XMLHttpRequest cannot load https://www.facebook.com/dialog/oauth?response_type=code&redirect_uri=http%3A%2F%2Flocalhost%3A3030%2Fauth%2Ffacebook%2Fcallback&scope=public_profile%2Cemail&client_id. Response for preflight is invalid (redirect) ---- The feathers app is running o localhost:3030 and the client is running on port 8080"
ObjectId(59fd5f71c1668e6f02250c98),"I'm trying to use an existing table. The default knex model doesn't really have a name. I actually have no idea how features is determining what to use.
/* eslint-disable no-console */

// source-types-model.js - A KnexJS
//
// See http://knexjs.org/
// for more of what you can do here.
module.exports = function (app) {
    const db = app.get('knexClient')

    // db.schema.hasTable('source-types').then(exists => {
    //     if(!exists) {
    //         db.schema.createTable('source-types', table => {
    //             table.string('name').primary()
    //         }).then(
    //             () => console.log('Updated source-types table'),
    //             e => console.error('Error updating source-types table', e)
    //         )
    //     }
    // })

    return db
}
"
ObjectId(59fd5f71c1668e6f02250c99),"thank you btw, for the help 🙂 I have only been on feathers for about a week. Trying to replace my services with it."
ObjectId(59fd5f71c1668e6f02250c9a),"@abhisekp Populating is making joins between records. What you are trying to do is not that. As @ofeka wrote, you'll have to roll your own hooks. Its possible you can use populate initially and mutate the results into the form you want in a following hook."
ObjectId(59fd5f71c1668e6f02250c9b),"I am trying to allow a user to link accounts from multiple auth providers as described here: https://github.com/feathersjs/feathers-authentication/issues/402, and a solution is mentioned here: https://github.com/feathersjs/feathers-authentication/issues/550 but I am having trouble understanding exactly what I would need to do to get this working. Some guidance, or an example would be greatly appreciated."
ObjectId(59fd5f71c1668e6f02250c9c),It sounds like you need to spend a little more time in the manual (not trying to be a jerk)
ObjectId(59fd5f71c1668e6f02250c9d),"@marshall The issue I'm having is that the ""skipIsVerifiedCheck"" flag in the feathers-authentication-management options is ineffective because the sendResetPwd hook is calling find on the users service. The find hook is authenticated with jwt, which was setup during default auth generation. I'm trying to inspect the hook object for something that indicates the sendResetPwd action, but I can't find anything. There's not a data prop on the hook object at that point."
ObjectId(59fd5f71c1668e6f02250c9e),"Hello feathers community 👋, I need a little help. I am trying to authenticate a user on the server using feathers via a graphql service. I am getting the following error:
info: error: authentication - Method: create: No auth token
[1] error:  NotAuthenticated: No auth token

which is weird, because here is what I am doing on the server:
js
import * as feathers from ""feathers/client""
import * as rest from ""feathers-rest/client""
import * as hooks from ""feathers-hooks""
import * as auth from ""feathers-authentication-client""
import * as superagent from ""superagent""

export function Mutations() {
  const app = this

  const base = http://${app.get(""host"")}:${app.get(""port"")}
  const client = feathers()
    .configure(hooks())
    .configure(auth({}))
    .configure(rest(base).superagent(superagent))

     return client
        .authenticate({
          strategy: ""local"",
          email,
          password
        })
        .then(response => {
          console.log(""Authenticated!"", response)
          return client.passport.verifyJWT(response.accessToken)
        })
        .catch(e => e)

Anyone has any ideas why I would get this error? What's interesting is if i switch the orders of the strategies, i get a different error saying ""missing credentials"". Any help appreciated 🙂"
ObjectId(59fd5f72c1668e6f02250c9f),"I'm trying to find a solution to the problem, catch() won't do it. I'm basically running service.get() and if it doesn't exists in the DB I planned on fetching it in the error hook and then return after adding it"
ObjectId(59fd5f72c1668e6f02250ca0),"We are trying to have a real time replication using feather-redux but some how instead of adding , it is changing the last element for the new one In the pic you should see 301,300,299,... but is doing 301, 299,..."
ObjectId(59fd5f72c1668e6f02250ca1),"I was trying to say that it seemed for what harmony was writing that the client was the one writing, compiling, and sending the email"
ObjectId(59fd5f72c1668e6f02250ca2),"I trying to find a way to associate a user but only if they are logged in, if there are not logged in they should still be able to use the service. My current thinking is something like
const assignUser = [
  authenticate(['jwt']),
  associateCurrentUser({ idField: '_id', as: 'owner' })
];

exports.before = {
  all: [],
  find: [],
  get: [],
  create: [iff(isLoggedIn, assignUser)],
  update: [],
  patch: [],
  remove: []
};

but I'm sure how to check if they are logged in without authenticate(['jwt'] but that then give access denied for not logged in users."
ObjectId(59fd5f72c1668e6f02250ca3),What would be the best way to troubleshoot something like the following error message. i get hundreds of these when trying to perform a service call to one of the services.
ObjectId(59fd5f72c1668e6f02250ca4),"hello feathers friends... quick question. Is it possible to run an AND query? For instance, I am trying to query for records within a date range, using a combination of $lte & $gte:
query: {
        customer: customer,
        dateValue: {
          $lte: dateEnd,
          $gte: dateStart
        }
      }
"
ObjectId(59fd5f72c1668e6f02250ca5),"I'm trying to capture webhooks from the mailgun API at the service endpoint but the webhooks for dropped messages and hard bounces seem to create a response from the api, but don't actually capture any of the data."
ObjectId(59fd5f72c1668e6f02250ca6),I'm trying to make server-side rendering with Nuxt working. The problem is that the user is not authenticated on the first request (the server rendered request)
ObjectId(59fd5f72c1668e6f02250ca7),"hi everyone! I'm trying to figure out authorization hooks in featherjs and I'm a bit stuck with my use case. For a find/get method of a service I want to allow only owned entities or, if a user belongs to specific role (i.e. admin) - to send all. I was playing around with restrictToRoles and hasRoleOrRestrict but can't get either first or the second part of the case to work. Any suggestions?"
ObjectId(59fd5f72c1668e6f02250ca8),"jarnojellesma uploaded a file: Untitled and commented: I have this middleware on my front-end (Nuxt Js). But when I try to use the feathers client to authenticate, it throws a 'window is not defined' on the setJWT method. So now I'm trying to do it without the feathers client, and it throws a ""Can't set headers after they are sent"""
ObjectId(59fd5f72c1668e6f02250ca9),"success works fine, but I am trying to debug why I can't throw an error message"
ObjectId(59fd5f72c1668e6f02250caa),"Can someone please help? I'm trying to populate an field inside an array, where the populated data replaces the actual field. Currently I can create a second array with all the populated data. I created this more detailed write up of my issue: https://gist.github.com/anonymous/af5ccfbf42087736d955ee7ec4f3d658"
ObjectId(59fd5f72c1668e6f02250cab),"question regarding feathers and sequelize. I am trying to perform an update in one of my tables with a null value for one of my fields. The problem is that the feathers-client, that use the json format to send my request via sockets transform the javascript null value into the 'null' string. Which further result into an error in the SQL query generated by sequelize as I have myfield='null'instead of myfield=null. Is there any way to define a null data property value with feathers (whithout having to define a before hook that would transform 'null' into null)?"
ObjectId(59fd5f72c1668e6f02250cac),"Hey, anyone knows how to make a sequelize migration with feathers? I'm following https://docs.feathersjs.com/api/databases/sequelize.html#migrations But trying to rename my table in a migration script returns an error."
ObjectId(59fd5f72c1668e6f02250cad),"@ryan.wheale I will try this now. About the 1st step I think I can't assume the migration has already run before. In my case I was trying to rename my table and the sequelize db:migrate was creating the institutions model before running the migration because I changed first the model and was trying to apply the migration after. What I did in order to rename the table was revert to my previous table name, preform the migration and then rename again in the model. Since I haven't found any documentation on this, is this the correct way to rename tables?"
ObjectId(59fd5f72c1668e6f02250cae),"I haven’t used it in production yet but I’ve been having no issue with it in development. It’s really just a wrapper around feathers-client with some pre-fab reducer functions. Not trying to minimize it, it’s actually incredibly useful."
ObjectId(59fd5f72c1668e6f02250caf),I'd recommend using it as inspiration and trying to write a lot of it yourself @lonewolf
ObjectId(59fd5f72c1668e6f02250cb0),"@pward123 you are probably trying to do service.on(‘patched’,…)"
ObjectId(59fd5f72c1668e6f02250cb1),"Hello all, trying to do facebook auth once my app is deployed in a server and it keeps sending me to a secure “https” address, if I just remove the “s”, it process completes successfully"
ObjectId(59fd5f72c1668e6f02250cb2),"I can't seem to get this to work. I must be doing something wrong. Just trying to get any custom middleware. This is what I have it's probably in the wrong spot.
'use strict'

const Service = require('feathers-mongoose')
const Model = require('./model')
const hooks = require('./hooks')

const options = {
  Model,
  lean: true,
  paginate: {
    default: 24,
    max: 240
  }
}

module.exports = function () {
  this.use('csvLookup', Service(options), test)
  this.service('csvLookup').hooks(hooks)
}

function test(req, res, next) {
  console.log(req)
  next()
}

nothing is getting logged though. Any ideas what I'm doing wrong?"
ObjectId(59fd5f72c1668e6f02250cb3),"I'm trying to plan out a microservices project with feathers. Any best practice recommendation on differentiating container/service originating queries from client queries in hooks when you split up the services? disallow('external') or provider('external') hooks etc, for example, can't handle that in this case."
ObjectId(59fd5f72c1668e6f02250cb4),and am trying to do the following ... (which works with my other dependencies)
ObjectId(59fd5f73c1668e6f02250cb5),"Yeah, I'm still an old school js person for now... trying to learn the new stuff since some of it seems useful."
ObjectId(59fd5f73c1668e6f02250cb6),Perfect thanks. Search engines were of no help when I was trying to search for 3 dots.
ObjectId(59fd5f73c1668e6f02250cb7),When trying to authenticate
ObjectId(59fd5f73c1668e6f02250cb8),"Hey guys. I am trying to add Auth0 authentication to Feather JS. I logged in with dashboard client and trying to pass Bearer ${token}. Error response from the feathers:
{
    ""name"": ""NotAuthenticated"",
    ""message"": ""invalid signature"",
    ""code"": 401,
    ""className"": ""not-authenticated"",
    ""data"": {
        ""name"": ""JsonWebTokenError"",
        ""message"": ""invalid signature""
    },
    ""errors"": {}
}
"
ObjectId(59fd5f73c1668e6f02250cb9),"I’m trying to implement email verification thanks to Feathers Authentication Management. I’m following this article https://blog.feathersjs.com/how-to-setup-email-verification-in-feathersjs-72ce9882e744. I totally understand the process I’m just lost with were I have to put the different part of code in feathers. E.g. Where do I have to setup the Mail service ? Which file ?
(I am working on a boilerplate for Feathers-Vue that is semi-finished but you can begin working with it that uses the techniques shown in…"
ObjectId(59fd5f73c1668e6f02250cba),"Hi All, i'm a little lost with feathers auth and wondering if anyone can help... trying to query users if I have the role 'editor', for all other users that have the role 'editor' and get their names and user id's"
ObjectId(59fd5f73c1668e6f02250cbb),I randomly get Error in connection establishment: net::ERR_NOT_IMPLEMENTED when trying to connect with the feathers-client through websockets from a client.
ObjectId(59fd5f73c1668e6f02250cbc),"Hello ! I'm trying to use feathers-permissions in my app. This is what I have so far : const permissions = require('feathers-permissions') const adminPermission = permissions.hooks.checkPermissions({ roles: [0], on: 'users', field: 'role' }) const service = app.service('secretService'); service.hooks({ before: { all: [ //adminPermission, //permissions.hooks.isPermitted(), authenticate('jwt')],}"
ObjectId(59fd5f73c1668e6f02250cbd),Not quite quite sure what you’re trying to do but I’m thinking you could just add an after hook that set a fullname propertyy as well. Not sure why you need aggregate at all.
ObjectId(59fd5f73c1668e6f02250cbe),"i am first trying to add a column 'fullname' that is a concat of firstname and lastname, then using $search to search in that column."
ObjectId(59fd5f73c1668e6f02250cbf),"that makes sense, i was trying to make it easier to work with"
ObjectId(59fd5f73c1668e6f02250cc0),... i think JWT has the same issue. I'm trying to run this code on the browser: of course taking out the socketio and rest stuff https://github.com/feathersjs/feathers-authentication-local/blob/master/example/app.js
ObjectId(59fd5f73c1668e6f02250cc1),Trying to run an authentication server on the browser... looks like 'feathers-authentication' requires net and dns from node 😕
ObjectId(59fd5f73c1668e6f02250cc2),"Im trying to set up a module that pretends to be a server. So I can log in, without having a server... for QA and workflow reasons."
ObjectId(59fd5f73c1668e6f02250cc3),Are you trying to cluster on one machine?
ObjectId(59fd5f73c1668e6f02250cc4),Hi guys. I have an _id in route.params.id that I'm trying to pass as payload into const { data } = await feathers.service('properties').get(payload) but I'm getting undefined result.
ObjectId(59fd5f73c1668e6f02250cc5),I’ve spent the last two days off and on trying to figure out how to do this but idk.
ObjectId(59fd5f73c1668e6f02250cc6),"I am trying to create a ""change password"" request where user has entered existing password and a new password. I'm doing a .patch() request, and adding a hook to check the existing password. How can I call the hashPassword() hook manually from within this hook (so I can match it with the hash stored against the user)?"
ObjectId(59fd5f73c1668e6f02250cc7),I am trying to add custom restrict by owner to Find method. But i have {} in hook... Any way to get the request from hook? I would like so use params.payload.user_id
ObjectId(59fd5f73c1668e6f02250cc8),Everybody says that ... I guess I probably should do it. I have VS code but haven't used it much ... trying to make Atom work but it is slow
ObjectId(59fd5f73c1668e6f02250cc9),"Hey guys, I'm going through the Chat Application guide, trying to do some modifications: I'd like to use RethinkDB (which works), but using ""email"" as the primary key of my users table, so adding another user with the same email adress fails. In messages.service.js I added the id: 'email' field to the options for createService like so:
const options = {
    name: 'messages',
    id: ""email"",
    Model,
    paginate
  };

but the table is still created with id as the primary key. Any clues?"
ObjectId(59fd5f73c1668e6f02250cca),has anyone created a custom service without one of the built-in adapters? I'm trying to make one which connects to an amqp server (rabbit-mq)?
ObjectId(59fd5f73c1668e6f02250ccb),I think that if you don't override the response in the hook it might still be trying to load the service
ObjectId(59fd5f73c1668e6f02250ccc),"Hey guys ! I would like to know if there is some webpack expert here ? I have build a little front with VueJS CLI (I know it’s more react here but the problem seems to be here with react-create-app). I wanted to serve a static pdf file onClick on a btn. But it’s not working. After some hours trying to figure it out I came to the fact that’s a webpack issue and how it render url for static file. I found this on S/O https://stackoverflow.com/questions/36643649/serving-static-pdf-with-react-webpack-file-loader But I have no clue how to implement it (I got error).
I'm serving up some static files like images and fonts, without any problem. When I try to do the same with a PDF file, I get an Error. ERROR in ./src/views/default/components/Footer.js c:\"
ObjectId(59fd5f73c1668e6f02250ccd),"Hi folks, I'm using feathers with feathers-rethinkdb and I'm trying to store a point in the db with the create method of my service. I have created this hook to transform a json in to a rethinkdb point :
const transformCoords = hook => {
  const {r}  = hook.service.options;
  const {latitude, longitude} = hook.data.coords;
  hook.data.coords = r.point(parseFloat(longitude), parseFloat(latitude));
};

but when it is executed my backend returns this error:
{
    ""name"": ""GeneralError"",
    ""message"": ""toJSON takes 0 argument, 1 provided after:\nr.point(0, 0)"",
    ""code"": 500,
    ""className"": ""general-error"",
    ""data"": {},
    ""errors"": {}
}

how can I insert that point into the database without having that error??? Thank you very much 🤓"
ObjectId(59fd5f74c1668e6f02250cce),"Writing a more complicated population hook. At one point I iterate through a list of id's and I'm trying to replace them with the data that corresponds to them. To get the data I'm calling
hook.app.service('cats').get(data[i].cat).then(page =>{data[i].cat = page;})
This isn't really working..."
ObjectId(59fd5f74c1668e6f02250ccf),"I'm trying to allow temporary users to be created for guests who aren't ready to sign up. I've written a hook to check for the existence of otherwise-required authentication fields and generate partially random but identifiable fields. However, because the REST handler is doing validation rather than allowing the service to handle the request and validating there, it doesn't seem like I can do this."
ObjectId(59fd5f74c1668e6f02250cd0),"I'm trying to allow temporary users to be created for guests who aren't ready to sign up. I've written a hook to check for the existence of otherwise-required authentication fields and generate partially random but identifiable fields. However, because the REST handler is doing validation rather than allowing the service to handle the request and validating there, it doesn't seem like I can do this.
I'm trying to allow temporary users to be created for guests who aren't ready to sign up. I've written a hook to check for the existence of otherwise-required authentication fields and generate partially random but identifiable fields. However, because the REST handler is doing validation rather than allowing the service to handle the request and validating there, it doesn't seem like I can do this."
ObjectId(59fd5f74c1668e6f02250cd1),"I have a win OS laptop, using as a 3rd-screen / test box next to my MacOS main, and it suucks. Not just interface, it just ... ""Updates are available ... restarting a bunch of times, etc."" Why do you need to restart a bunch of times to install updates? Goofball legacy crap that you've swept under the rug instead of trying to fix, maybe?"
ObjectId(59fd5f74c1668e6f02250cd2),are you trying to sync two instances?
ObjectId(59fd5f74c1668e6f02250cd3),"just get a bit lost in all these promises, especially when trying to populate the find response, then I have to loop through all the found objects do the population through promises"
ObjectId(59fd5f74c1668e6f02250cd4),"@daffl Trying to switch to async /await, but getting syntax errors when adding async to find/get/create/remove/etc as in this example [example](https://feathersjs.slack.com/archives/C0HJE6A65/p1505927390000259?thread_ts=1505925458.000141&cid=C0HJE6A65)
Btw, this is much more straightforward with async/await:
const errors = require('feathers-errors');

async get(id, params) {
  try {
    const data = await robot.connect();

    return {
      'meta' : {
        'resource': id,
        'timestamp': Date.now(),
        'success' : true
      }
    };
  } catch(error) {
    throw new errors.BadRequest(err.message, {
      'meta' : {
        'resource': id,
        'timestamp': Date.now(),
        'success' : false,
        'message' : 'Connection failed. Is your port set correctly?'
      }
    });  
  }
}
"
ObjectId(59fd5f74c1668e6f02250cd5),essentially I am trying to sync specific instances.
ObjectId(59fd5f74c1668e6f02250cd6),"which would be fine, except that I am trying to create a consistent API."
ObjectId(59fd5f74c1668e6f02250cd7),"Yes sir, I have the hook, I am trying to get information from there into socket.feathers object for filters later."
ObjectId(59fd5f74c1668e6f02250cd8),"https://stackoverflow.com/questions/6161567/express-js-wildcard-routing-to-cover-everything-under-and-including-a-path looks like this works for me app.use('/api*',...) and app.service('/api*');
I'm trying to have one route cover everything under /foo including /foo itself. I've tried using /foo* which work for everything except it doesn't match /foo. Observe: var express = require(""expre..."
ObjectId(59fd5f74c1668e6f02250cd9),yes that's what I'm trying to do...
ObjectId(59fd5f74c1668e6f02250cda),"I’m trying to set the content-type header, but it’s getting overwritten with application/json; charset=utf-8. My other headers work though"
ObjectId(59fd5f74c1668e6f02250cdb),"Sorry! I don't understand. If you're testing services, why are you trying to inject a hook?"
ObjectId(59fd5f74c1668e6f02250cdc),The point @harmony was trying to make is that you use the tool with whatever config you want and eslint comes with a default set
ObjectId(59fd5f74c1668e6f02250cdd),"Hey, so I'm fairly new to feathers, trying to figure out how to set up a ""nested route"", like app/teams/{teamId}/members/"
ObjectId(59fd5f74c1668e6f02250cde),"initial service is called with provider=rest and the params are passed on to the internal service call. I have a JWT token that's resolved to a user via a hook and the access_token is deleted from hook.params. now when i call another internal service, it ends up trying to verify the JWT again instead of just using the hook.param.user object"
ObjectId(59fd5f74c1668e6f02250cdf),"I'm googling but I'm not seeing much related, I might be missing a term, I just know them as ""child"" or ""nested"" routes- is there another name for what I'm trying to do, maybe?"
ObjectId(59fd5f74c1668e6f02250ce0),"i use aws, so I'm just trying to brainstorm with you here"
ObjectId(59fd5f74c1668e6f02250ce1),Long story short: Trying to do something from a Discord bot client and the connection to feathers times out.
ObjectId(59fd5f74c1668e6f02250ce2),Hello 🙂 I'm trying to call another service from a hook and work with the result i get from there - is there an easy way to do this?
ObjectId(59fd5f74c1668e6f02250ce3),I'm trying to write test for users in a pretty basic generated app
ObjectId(59fd5f74c1668e6f02250ce4),"yep just let’s say you got service B where you want to get a record from service A. const user = await hook.app.service(‘A’).get(id);
Hello 🙂 I'm trying to call another service from a hook and work with the result i get from there - is there an easy way to do this?"
ObjectId(59fd5f74c1668e6f02250ce5),"yeah, I mean I'm just trying to get a feel for it using the default stuff with as few changes as possible"
ObjectId(59fd5f74c1668e6f02250ce6),"Hi i have a rather newby question i guess :S im trying to remove a spesific message using this: this.socket.emit('messages::remove', 2, { _id: String(_idToDelete) }, (error, message) => { console.log('Removed a message', message); }); But it seems that that _id is not a real field that can be used to remove spesific message am i right ?"
ObjectId(59fd5f74c1668e6f02250ce7),"Hi all, forgive my n00bness, trying to figure out all this cool new stuff with DoneJS and Feathers... In looking up a MySQL adapter, I ran across https://github.com/feathersjs/feathers-knex. But seeing as how I'm super dumb unless I actually see an example with _my type of database_ I'm not sure how to adjust it for the other DB's it says it supports. Anyone have a quick MySQL example they could help me out with?"
ObjectId(59fd5f74c1668e6f02250ce8),"Any DoneJS knowledgeable peeps in here, in conjunction with feathers? I'm trying to turn a feathers api response into a usable Promise for a DoneJS template and having a timing issue. Let me know, I'll give more details. Otherwise I'll try the DoneJS chat too."
ObjectId(59fd5f75c1668e6f02250ce9),What i'm trying to do is move this script from the meteor ecosystem to feathersjs
ObjectId(59fd5f75c1668e6f02250cea),what i am trying to do is anytime a new message is created i will give it a timestamp
ObjectId(59fd5f75c1668e6f02250ceb),"Well, I don't have a domain to associate it with, I'm trying to use their sandbox just for testing"
ObjectId(59fd5f75c1668e6f02250cec),Yep that’s what I’m trying to do.
ObjectId(59fd5f75c1668e6f02250ced),"To be fair, Redis alone would probably accomplish what you're trying to do quite nicely."
